ref,payout_date,qty_produk,hpp,total_price,seller_discount,fee_admin,fee_service,fee_affiliate,fee_order_process,fee_program,fee_transaction,shipping_cost,omset,payout_status
260216TGES6SBQ,2026-02-24 00:00:00,1,110750,302500,-181500,-12040,-13673,-1711,-1250,-350,0,0,91976,sukses
260214P3UE41NK,2026-02-24 00:00:00,1,88850,270000,-162000,-11286,-12744,-1798,-1250,-350,0,0,80572,sukses
260221AB6GJ0G5,2026-02-24 00:00:00,1,110750,302500,-211750,-9030,-10256,0,-1250,-350,0,0,69864,sukses
260215RW92U04R,2026-02-24 00:00:00,1,85000,196900,-98450,-9796,-11125,0,-1250,-350,0,0,75929,sukses
582705122147140817,2026-02-24 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
582659589621580808,2026-02-24 00:00:00,2,244250,654000,-122900,-42488,-29210,0,0,-23900,-1250,0,434252,sukses
582633643989632749,2026-02-24 00:00:00,1,132350,300000,-180000,-9600,-6000,0,0,-5400,-1250,0,97750,sukses
260222DJ65NAVQ,2026-02-25 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
260221AMAPE3D0,2026-02-25 00:00:00,1,145800,302500,-15125,-30031,-33911,0,-1250,-350,0,0,221833,sukses
2602182A5774WB,2026-02-25 00:00:00,3,249000,568700,-301840,-26553,-30155,0,-1250,-350,0,0,208552,sukses
2602195QGX5UHN,2026-02-25 00:00:00,1,213900,525000,-26250,-52119,-58853,0,-1250,-350,0,0,386178,sukses
260216SAWJE7MS,2026-02-25 00:00:00,1,19850,40000,0,-4180,-4720,-2054,-1250,-350,0,0,27446,sukses
260215Q6J6H5KK,2026-02-25 00:00:00,1,132350,300000,-180000,-11940,-13560,0,-1250,-350,0,0,92900,sukses
260215Q694KT1P,2026-02-25 00:00:00,1,110750,302500,-211750,-9030,-10256,0,-1250,-350,0,0,69864,sukses
260215S6KVDA1Q,2026-02-25 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602219BMR4N5T,2026-02-25 00:00:00,1,110750,302500,-211750,-9030,-10256,-1390,-1250,-350,0,0,68474,sukses
2602170PJCAFVH,2026-02-25 00:00:00,1,160000,329500,-164750,-16393,-18618,0,-1250,-350,0,0,128139,sukses
260216SQ4FPW2Y,2026-02-25 00:00:00,1,132000,346500,-17325,-33576,-38843,0,-1250,-350,0,0,255156,sukses
2602183PEWFHEQ,2026-02-25 00:00:00,2,215200,563000,-337800,-22947,-25988,0,-1250,-350,0,0,174665,sukses
260202M0QA6NF3,2026-02-25 00:00:00,1,150000,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
2602195GWKKJFB,2026-02-25 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602206S42VWQ1,2026-02-25 00:00:00,1,110750,302500,-211750,-9030,-10256,0,-1250,-350,0,0,69864,sukses
582705991391282694,2026-02-25 00:00:00,3,225000,590700,-354420,-18902,-11814,0,0,-10633,-1250,0,193681,sukses
582701645703251805,2026-02-25 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
582700536527488706,2026-02-25 00:00:00,2,196600,552500,-386750,-13260,-9038,0,0,-7459,-1250,0,134743,sukses
582685297385440574,2026-02-25 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
582357992300578749,2026-02-25 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
260224J0BGYY3M,2026-02-26 00:00:00,2,299850,615000,-338250,-27537,-31274,0,-1250,-350,0,0,216339,sukses
260224HDDQP9JA,2026-02-26 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260224HHH6A7EQ,2026-02-26 00:00:00,1,110750,302500,-211750,-9030,-10256,-1435,-1250,-350,0,0,68429,sukses
260221AD5U49YJ,2026-02-26 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260213KTU1UME2,2026-02-26 00:00:00,2,357900,762000,-31750,-76311,-86170,-9858,-1250,-350,0,0,556311,sukses
260223FFAMFUNN,2026-02-26 00:00:00,1,110750,302500,-211750,-9030,-10256,-1042,-1250,-350,0,0,68822,sukses
260223FFGFDM92,2026-02-26 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
26020609N9GCYS,2026-02-26 00:00:00,1,190900,385000,0,-40233,-45430,-11026,-1250,-350,0,0,286711,sukses
2602219YKVN1GM,2026-02-26 00:00:00,1,149850,307500,-184500,-12239,-13899,0,-1250,-350,0,0,95262,sukses
2602181AMDBE1S,2026-02-26 00:00:00,1,149850,307500,-184500,-12239,-13899,-3382,-1250,-350,0,0,91880,sukses
260221B15EVNGG,2026-02-26 00:00:00,1,88850,270000,-162000,-11286,-12744,-1437,-1250,-350,0,0,80933,sukses
582705618687067507,2026-02-26 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582701339698890670,2026-02-26 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582701395502401029,2026-02-26 00:00:00,1,110750,302500,-181500,-9680,-6050,-10241,0,-5445,-1250,0,88334,sukses
582698771940476630,2026-02-26 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582685620817463241,2026-02-26 00:00:00,2,291600,605000,-30250,-45980,-31611,0,0,-25864,-1250,0,470045,sukses
582684984481121498,2026-02-26 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
OT-17-270226,2026-02-27 00:00:00,15,2566300,2368000,0,0,0,0,0,0,0,0,2368000,sukses
260225KVTG9B1Y,2026-02-27 00:00:00,1,88850,270000,-162000,-11286,-12744,-1223,-1250,-350,0,0,81147,sukses
260213K7FFY1ER,2026-02-27 00:00:00,4,326050,785800,-422200,-36329,-40482,-10291,-1250,-350,0,0,274898,sukses
260225MAXV3B3C,2026-02-27 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260223F1UMG5RW,2026-02-27 00:00:00,1,110750,302500,-181500,-12040,-13673,-1694,-1250,-350,0,0,91993,sukses
2602194DSTGNQP,2026-02-27 00:00:00,1,85850,250000,-175000,-7838,-8850,0,-1250,-350,0,0,56712,sukses
260215RU55DH5D,2026-02-27 00:00:00,1,88850,270000,-162000,-11286,-12744,-1582,-1250,-350,0,0,80788,sukses
2602183QN60BQP,2026-02-27 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260211E11JP9FK,2026-02-27 00:00:00,1,132000,275000,-13750,-27301,-30828,0,-1250,-350,0,0,201521,sukses
260216TE1AKTPK,2026-02-27 00:00:00,1,74850,185900,-92950,-9249,-10504,0,-1250,-350,0,0,71597,sukses
260222BF7BHMQU,2026-02-27 00:00:00,1,110750,302500,-211750,-9030,-10256,0,-1250,-350,0,0,69864,sukses
260223FESH47CH,2026-02-27 00:00:00,1,110750,302500,-211750,-9030,-10256,-1042,-1250,-350,0,0,68822,sukses
260215RN8MHA7W,2026-02-27 00:00:00,1,0,307500,-307500,0,0,0,0,-350,0,-6500,-350,retur
582764692867810340,2026-02-27 00:00:00,1,213900,525000,-26250,-39900,-27431,0,0,-22444,-1250,0,407725,sukses
582740190826563155,2026-02-27 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582736014682654514,2026-02-27 00:00:00,1,54850,132000,-66000,-5280,-2640,0,0,-2970,-1250,0,53860,sukses
582735603602785875,2026-02-27 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
582721694145087243,2026-02-27 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582730472343767016,2026-02-27 00:00:00,1,85000,196900,-98450,-7876,-4922,0,0,-4430,-1250,0,79972,sukses
582696320526091386,2026-02-27 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
OT-18-280226,2026-02-28 00:00:00,2,162000,170000,0,0,0,0,0,0,0,0,170000,sukses
260226PVPPWW3G,2026-02-28 00:00:00,1,224400,614000,0,-64163,-72452,0,-1250,-350,0,0,475785,sukses
260225MGYU3QR6,2026-02-28 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260226NMR76J1H,2026-02-28 00:00:00,2,221500,605000,-393250,-21069,-23929,-2821,-1250,-350,0,0,162331,sukses
260221B1TM04SP,2026-02-28 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
260225M5Y85XYD,2026-02-28 00:00:00,1,110750,302500,-211750,-9030,-10256,-1118,-1250,-350,0,0,68746,sukses
260225N2RTP1NN,2026-02-28 00:00:00,1,132000,346500,-17325,-33576,-38843,0,-1250,-350,0,0,255156,sukses
2602170BMF9D8J,2026-02-28 00:00:00,3,253600,605000,-26250,-60479,-68293,0,-1250,-350,0,0,448378,sukses
260226NJ6WNBXK,2026-02-28 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
260226PXNBHBKS,2026-02-28 00:00:00,2,233750,565000,-26250,-56299,-63573,0,-1250,-350,0,0,417278,sukses
260222DMXCHQRS,2026-02-28 00:00:00,1,110750,302500,-181500,-12040,-13673,-1813,-1250,-350,0,0,91874,sukses
260226PPJX72DF,2026-02-28 00:00:00,1,122000,325000,-16250,-31493,-36433,0,-1250,-350,0,0,239224,sukses
260214MYXPQXKS,2026-02-28 00:00:00,4,355400,1080000,-648000,-45144,-50976,0,-1250,-350,0,0,334280,sukses
260215QY9183CW,2026-02-28 00:00:00,2,264000,550000,-27500,-54601,-61656,0,-1250,-350,0,0,404643,sukses
260224GF14JA73,2026-02-28 00:00:00,1,395000,830000,-498000,-33034,-37516,0,-1250,-350,0,0,259850,sukses
260225KAQRUEPP,2026-02-28 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
582757000441333370,2026-02-28 00:00:00,1,161350,390000,-234000,-12480,-7800,0,0,-7020,-1250,0,127450,sukses
582714345013544742,2026-02-28 00:00:00,1,19850,40000,0,-3200,-2200,0,0,-1800,-1250,0,31550,sukses
582714312676902694,2026-02-28 00:00:00,1,224400,614000,-122900,-39288,-27010,0,0,-22100,-1250,0,401452,sukses
260215RKYUUA2J,2026-03-01 00:00:00,1,88000,215000,-129000,-8772,-10148,0,-1250,-350,0,0,65480,sukses
260215RM6JF08M,2026-03-01 00:00:00,1,190000,500000,-300000,-20400,-23600,0,-1250,-350,0,0,154400,sukses
260226QV24510H,2026-03-01 00:00:00,1,110750,302500,-211750,-9030,-10256,-1511,-1250,-350,0,0,68353,sukses
260226NGF4B6W2,2026-03-01 00:00:00,1,34000,85000,0,-8883,-10030,0,-1250,-350,0,0,64487,sukses
260216TX7E84DD,2026-03-01 00:00:00,1,105025,249000,-12450,-24128,-27913,0,-1250,-350,0,0,182909,sukses
260227R106F7VP,2026-03-01 00:00:00,1,110750,302500,-181500,-12040,-13673,-1612,-1250,-350,0,0,92075,sukses
260226NP71F470,2026-03-01 00:00:00,1,122000,325000,-16250,-31493,-36433,-4318,-1250,-350,0,0,234906,sukses
260226QKJUV0WE,2026-03-01 00:00:00,1,149850,307500,-184500,-12239,-13899,-1679,-1250,-350,0,0,93583,sukses
260226NKBPF8FF,2026-03-01 00:00:00,1,145800,302500,-15125,-30031,-33911,0,-1250,-350,0,0,221833,sukses
26021715S8FPRQ,2026-03-01 00:00:00,2,195750,499400,-310200,-18825,-21380,0,-1250,-350,0,0,147395,sukses
260225K4MAMEGT,2026-03-01 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260223FY9HBRK0,2026-03-01 00:00:00,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602207GUXRMTY,2026-03-01 00:00:00,2,152000,360800,-197890,-16210,-18409,-2170,-1250,-350,0,0,124521,sukses
582775211304453923,2026-03-01 00:00:00,1,224400,614000,0,-49120,-33770,0,0,-27630,-1250,0,502230,sukses
582770644517750355,2026-03-01 00:00:00,1,110750,302500,-211750,-7260,-4538,0,0,-4084,-1250,0,73618,sukses
582760787245106350,2026-03-01 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-6919,-1250,0,125593,sukses
582753487495726707,2026-03-01 00:00:00,1,75000,250000,-150000,-8000,-5500,0,0,-4500,-1250,0,80750,sukses
582740536739071044,2026-03-01 00:00:00,1,66000,195000,-117000,-6240,-4290,0,0,-3510,-1250,0,62710,sukses
582739543578870910,2026-03-01 00:00:00,1,132350,300000,-180000,-9600,-6000,0,0,-5400,-1250,0,97750,sukses
582738882451178554,2026-03-01 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-5445,-1250,0,98575,sukses
582736152239048640,2026-03-01 00:00:00,2,264700,600000,-360000,-19200,-12000,0,0,-10800,-1250,4000,200750,sukses
OT-19-020326,2026-03-02 00:00:00,8,710700,745000,0,0,0,0,0,0,0,0,745000,sukses
260227T5QW6QEX,2026-03-02 00:00:00,1,88850,270000,-162000,-11286,-12744,-1367,-1250,-350,0,0,81003,sukses
260226PVE55N0S,2026-03-02 00:00:00,1,224400,614000,0,-64163,-72452,0,-1250,-350,0,0,475785,sukses
260223FM1FY3EN,2-Mar-26,1,122000,325000,-16250,-31493,-36433,0,-1250,-350,0,0,239224,sukses
2602219W0XM6T7,2-Mar-26,1,88000,215000,-129000,-8772,-10148,0,-1250,-350,0,0,65480,sukses
260228U76WCUTM,2-Mar-26,3,400200,967500,-549750,-42106,-47747,0,-1250,-350,0,0,326297,sukses
260227SHTY8CC8,2-Mar-26,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602207Q6JSNU3,2-Mar-26,1,145800,302500,-15125,-30031,-33911,0,-1250,-350,0,0,221833,sukses
260223GB0Q4UKB,2-Mar-26,1,103000,235000,-11750,-22772,-26344,0,-1250,-350,0,0,172534,sukses
260228U30N25HE,2-Mar-26,1,49850,121000,-60500,-6171,-6232,0,-1250,-350,0,0,46497,sukses
260228U6XJAKY5,2-Mar-26,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260227T9AVE5JV,2-Mar-26,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260225MB30M9MJ,2-Mar-26,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
582791771009353605,2-Mar-26,1,88850,270000,-162000,-8640,-6480,0,0,-4860,-1250,0,86770,sukses
582789025845773924,2-Mar-26,1,75000,185900,-92950,-7436,-4648,0,0,-4183,-1250,0,75433,sukses
582786753913456150,2-Mar-26,1,85000,196900,-98450,-7876,-4922,0,0,-4430,-1250,0,79972,sukses
582772181634745879,2-Mar-26,1,74850,185900,-92950,-7436,-4648,0,0,-4183,-1250,0,75433,sukses
582770450033247460,2-Mar-26,1,290000,689000,-344500,-27560,-18948,0,0,-15502,-1250,0,281240,sukses
582764483482453860,2-Mar-26,1,122000,325000,0,-26000,-17875,0,0,-14625,-1250,0,265250,sukses
582666268368012634,2-Mar-26,1,74000,127000,0,-10160,-6985,0,0,-5715,-1250,0,102890,sukses
260222BB4A72MF,3-Mar-26,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
2603036H97SABN,3-Mar-26,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260228TEW6839H,3-Mar-26,2,121700,327000,-183000,-14688,-16002,0,-1250,-350,0,0,111710,sukses
260228U1D8VJ7T,3-Mar-26,1,76000,225000,-112500,-11194,-12713,0,-1250,-350,0,0,86993,sukses
2602208CWHHTA9,3-Mar-26,1,132000,346500,-17325,-33576,-38843,0,-1250,-350,0,0,255156,sukses
260228V21KM5U5,3-Mar-26,1,218600,614000,0,-64163,-72452,-8996,-1250,-350,0,0,466789,sukses
260226PYANF34F,3-Mar-26,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
2602207QRE0JQQ,3-Mar-26,1,88850,270000,-162000,-11286,-12744,-1596,-1250,-350,0,0,80774,sukses
260225KA90SJ8S,3-Mar-26,1,84850,196900,-98450,-9796,-11125,-1311,-1250,-350,0,0,74618,sukses
260228TR3MJEHP,3-Mar-26,1,85000,196900,-98450,-9796,-11125,0,-1250,-350,0,0,75929,sukses
260227R2GGCVJW,3-Mar-26,1,208100,525000,-26250,-52119,-58853,0,-1250,-350,0,0,386178,sukses
260223ENQW3ST3,3-Mar-26,1,150000,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
260227QXCDQ9K6,3-Mar-26,1,88850,270000,-162000,-11286,-12744,0,-1250,-350,0,0,82370,sukses
260227S39945UU,3-Mar-26,1,110750,302500,-211750,-9030,-10256,0,-1250,-350,0,0,69864,sukses
260226NJSV6DNQ,3-Mar-26,2,104700,253000,-126500,-12903,-13030,0,-1250,-350,0,0,98967,sukses
260210C34TME6C,3-Mar-26,2,131000,212000,-127000,-8882,-10030,0,-501,-350,0,0,65237,sukses
582789438150968936,3-Mar-26,1,132000,346500,-17325,-26334,-18105,0,0,-14813,-1250,0,268673,sukses
